Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District
05/23/2020 05:35:00 PM,024XX W DIVISION ST,Нападение,SIMPLE,УЛИЦА,false,true,14
06/11/2020 03:16:00 PM,063XX S KILBOURN AVE,Нападение,AGGRAVATED: HANDGUN,УЛИЦА,false,false,8
04/05/2020 09:00:00 PM,015XX S CENTRAL PARK AVE,НАРКОТИКИ,POSS: CANNABIS 30GMS OR LESS,УЛИЦА,true,false,10
04/24/2020 07:00:00 AM,011XX S LAFLIN ST,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,Квартира,false,false,12
09/01/2020 01:03:00 AM,032XX N SEMINARY AVE,Ограбление,STRONGARM - NO WEAPON,Тротуар,false,false,19
05/25/2020 05:40:00 AM,010XX W 87TH ST,Ограбление,ARMED: HANDGUN,Другое,false,false,22
12/03/2020 11:00:00 PM,010XX W ROSEMONT AVE,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,24
12/03/2020 03:45:00 PM,056XX W 64TH ST,Ограбление,ARMED:KNIFE/CUTTING INSTRUMENT,Гараж,false,false,8
09/07/2020 08:15:00 AM,086XX S ABERDEEN ST,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,6
01/18/2021 07:15:00 PM,070XX W WOLFRAM ST,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,25
08/18/2020 07:00:00 PM,027XX W SUMMERDALE AVE,Нападение,SIMPLE,Гараж,false,false,20
08/20/2020 04:26:00 PM,087XX S SAGINAW AVE,Кража со взломом,FORCIBLE ENTRY,РЕЗИДЕНЦИЯ,true,false,4
08/31/2020 12:45:00 PM,034XX W MADISON ST,НАРКОТИКИ,MANU/DEL:CANNABIS OVER 10 GMS,Тротуар,true,false,11
06/15/2020 09:00:00 AM,073XX S DORCHESTER AVE,Кража со взломом,UNLAWFUL ENTRY,СВОБОДНЫЙ УЧАСТОК / ЗЕМЛЯ,false,false,3
03/30/2020 03:30:00 PM,024XX W RICE ST,Кража,FROM BUILDING,, PUBLIC, GROUNDS,false,false,12,
09/21/2020 05:08:00 PM,033XX W MADISON ST,Драка,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,Квартира,true,true,11,
01/16/2020 06:00:00 PM,063XX S DAMEN AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,7,
07/28/2020 08:22:00 PM,049XX S HONORE ST,Ограбление,ATTEMPT: AGGRAVATED,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,false,9,
01/28/2021 12:01:00 AM,035XX W 13TH PL,Кража,OVER $500,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,false,false,10,
06/12/2020 12:15:00 AM,003XX N HALSTED ST,Кража,FROM BUILDING,БАР ИЛИ ТАВЕРНА,false,false,12,
04/17/2020 05:45:00 PM,043XX W WILCOX ST,Кража,$500 AND UNDER,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),true,true,11,
01/04/2021 01:14:00 PM,070XX N RAVENSWOOD AVE,Нападение,TO LAND,Другое RAILROAD PROP / TRAIN DEPOT,true,false,24,
10/13/2020 12:00:00 PM,029XX W MONROE ST,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,false,11,
02/15/2021 09:00:00 AM,024XX W DIVISION ST,Кража,$500 AND UNDER,Другое,false,false,14,
11/27/2020 08:17:00 PM,093XX S INDIANA AVE,Ограбление,ARMED: HANDGUN,Тротуар,false,false,6,
04/14/2020 12:01:00 AM,019XX W OGDEN AVE,ДРУГОЕ НАРУШЕНИЕ,SEX OFFENDER: FAIL TO REGISTER,ЗДАНИЕ БОЛЬНИЦЫ,true,false,12,
08/24/2020 04:00:00 PM,051XX W DIVERSEY AVE,Кража со взломом,UNLAWFUL ENTRY,Квартира,false,false,25,
02/16/2020 08:00:00 PM,049XX W HUBBARD ST,НАРКОТИКИ,POSS: CANNABIS 30GMS OR LESS,УЛИЦА,true,false,15,
02/11/2021 05:07:00 PM,117XX S PRINCETON AVE,Кража,$500 AND UNDER,РЕЗИДЕНЦИЯ,false,false,5,
11/03/2020 12:00:00 AM,002XX W 111TH ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,5,
02/23/2020 11:55:00 PM,015XX E 53RD ST,Кража,OVER $500,РЕЗИДЕНЦИЯ,true,false,2,
02/14/2021 12:00:00 PM,001XX N LECLAIRE AVE,Ограбление,ARMED: HANDGUN,Тротуар,false,false,15,
05/25/2020 06:45:00 AM,012XX E 79TH ST,Кража,TO PROPERTY,Квартира,false,false,4,
12/19/2020 03:15:00 PM,075XX N CLARK ST,Кража,RETAIL THEFT,УНИВЕРМАГ,false,false,24,
08/28/2020 12:01:00 PM,073XX S HONORE ST,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,true,true,7,
04/11/2020 09:00:00 AM,006XX S CLARK ST,УГОН АВТОМОБИЛЯ,BOGUS CHECK,BANK,false,false,1,
05/02/2020 11:00:00 PM,008XX S WESTERN AVE,Кража,$500 AND UNDER,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,false,12,
12/29/2020 09:41:00 AM,072XX N CALIFORNIA AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,CONVENIENCE STORE,false,false,24,
02/18/2021 04:32:00 PM,055XX S RUTHERFORD AVE,НАРКОТИКИ,POSS: CANNABIS MORE THAN 30GMS,УЛИЦА,true,false,8,
01/27/2020 05:17:00 PM,016XX W NORTH AVE,УГОН АВТОМОБИЛЯ,FRAUD OR CONFIDENCE GAME,БЕНЗОКОЛОНКА,false,false,14,
06/14/2020 07:00:00 AM,034XX W DRUMMOND PL,УГОН АВТОМОБИЛЯ,FRAUD OR CONFIDENCE GAME,Квартира,false,false,14,
06/03/2020 01:30:00 PM,006XX N MICHIGAN AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,УНИВЕРМАГ,false,false,18,
09/03/2020 08:00:00 PM,030XX W 21ST PL,Кража,OVER $500,CHA Квартира,false,false,10,
05/08/2020 09:50:00 AM,0000X S WABASH AVE,Кража,OVER $500,HOTEL/MOTEL,false,false,1,
01/17/2021 07:50:00 PM,001XX N STATE ST,Кража,RETAIL THEFT,УНИВЕРМАГ,true,false,1,
09/26/2020 03:30:00 PM,003XX E 56TH ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,2,
08/14/2020 08:39:00 PM,011XX S CANAL ST,Кража,RETAIL THEFT,УНИВЕРМАГ,false,false,1,
02/14/2021 09:30:00 PM,011XX N WESTERN AVE,Кража,$500 AND UNDER,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,false,false,12,
11/13/2020 11:00:00 AM,029XX N LONG AVE,Нападение,SIMPLE,Квартира,false,false,25,
08/07/2020 04:15:00 PM,012XX W THORNDALE AVE,Кража,$500 AND UNDER,Тротуар,false,false,20,
03/31/2020 10:45:00 PM,008XX W WAVELAND AVE,Драка,AGGRAVATED: Другое DANG WEAPON,Тротуар,false,false,19,
02/19/2020 07:00:00 AM,001XX W 101ST ST,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,false,false,5,
01/03/2020 07:30:00 PM,074XX N SEELEY AVE,Ограбление,ARMED:KNIFE/CUTTING INSTRUMENT,ALLEY,false,false,24,
11/12/2020 12:15:00 AM,067XX N LAKEWOOD AVE,Драка,SIMPLE,УЛИЦА,false,false,24,
09/08/2020 12:00:00 PM,105XX S INDIANA AVE,ДРУГОЕ НАРУШЕНИЕ,Другое VEHICLE OFFENSE,УЛИЦА,false,false,5,
07/31/2020 12:00:00 PM,013XX E 75TH ST,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,Другое,false,true,3,
02/10/2020 06:26:00 PM,043XX W MONROE ST,Ограбление,AGGRAVATED,Тротуар,false,false,11,
02/26/2020 06:20:00 PM,011XX W 35TH ST,Драка,DOMESTIC BATTERY SIMPLE,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,false,true,9,
01/23/2020 10:00:00 PM,037XX N HALSTED ST,Кража,$500 AND UNDER,БАР ИЛИ ТАВЕРНА,false,false,19,
08/11/2020 01:00:00 AM,032XX W WILSON AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,17,
01/16/2021 02:30:00 AM,003XX N MENARD AVE,Износилование,NON-AGGRAVATED,Квартира,false,false,15,
04/13/2020 12:00:00 PM,019XX W LAWRENCE AVE,Кража,RETAIL THEFT,Другое,false,false,20,
02/27/2021 11:00:00 AM,057XX W ROOSEVELT RD,Кража,$500 AND UNDER,УЛИЦА,false,false,15,
01/25/2021 12:35:00 PM,121XX S WALLACE ST,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,РЕЗИДЕНЦИЯ,false,false,5,
04/10/2020 07:22:00 PM,116XX S HALSTED ST,Нападение,TO LAND,РЕСТОРАН,false,false,5,
03/05/2020 12:00:00 PM,024XX E 75TH ST,Кража со взломом,UNLAWFUL ENTRY,Квартира,false,false,3,
06/08/2020 09:10:00 PM,079XX S HARVARD AVE,ARSON,BY FIRE,РЕЗИДЕНЦИЯ,false,false,6,
02/16/2020 12:01:00 AM,020XX N POINT ST,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,Другое,false,false,14,
08/23/2020 02:30:00 PM,012XX N LECLAIRE AVE,Драка,SIMPLE,PARK PROPERTY,false,false,25,
10/01/2020 08:50:00 AM,014XX E 66TH PL,Кража,TO PROPERTY,Квартира,false,true,3,
02/22/2020 07:03:00 PM,120XX S INDIANA AVE,НАРКОТИКИ,POSS: CRACK,Квартира,true,false,5,
03/03/2020 03:10:00 PM,005XX S WESTERN AVE,Драка,PRO EMP HANDS NO/MIN INJURY,Тротуар,true,false,11,
02/26/2021 03:05:00 PM,011XX S CANAL ST,Кража,RETAIL THEFT,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,true,false,1,
07/02/2020 10:50:00 PM,094XX S BURNSIDE AVE,Нападение,SIMPLE,Тротуар,false,false,6,
03/10/2020 03:00:00 PM,0000X N MICHIGAN AVE,Драка,SIMPLE,Другое,false,false,1,
01/20/2020 03:30:00 AM,012XX N LA SALLE DR,Кража,$500 AND UNDER,TAXICAB,false,false,18,
01/08/2021 04:40:00 PM,069XX S PARNELL AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,7,
01/29/2021 11:35:00 AM,039XX W ROOSEVELT RD,ДРУГОЕ НАРУШЕНИЕ,LICENSE VIOLATION,РЕСТОРАН,false,false,10,
03/16/2020 09:30:00 PM,016XX W WABANSIA AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,14,
01/25/2021 05:05:00 PM,002XX S WABASH AVE,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,CTA STATION,false,false,1,
09/02/2020 10:00:00 PM,013XX W WRIGHTWOOD AVE,Кража,OVER $500,Квартира,false,false,19,
01/31/2020 02:05:00 PM,013XX W NORTH SHORE AVE,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,Другое,false,false,24,
06/14/2020 10:21:00 AM,051XX S WENTWORTH AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,POLICE FACILITY/VEH PARKING LOT,false,false,2,
01/25/2020 04:50:00 PM,0000X E 35TH ST,Кража,PURSE-SNATCHING,ПЛАТФОРМА,false,false,2,
04/27/2020 09:30:00 PM,055XX S WOOD ST,Кража,TO PROPERTY,Квартира,false,false,7,
07/16/2020 11:59:00 PM,074XX S PARNELL AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Тротуар,true,false,7,
03/30/2020 06:51:00 PM,038XX N FREMONT ST,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ,false,false,19,
04/08/2020 05:19:00 PM,048XX W MONROE ST,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,15,
03/09/2020 09:58:00 AM,058XX S ABERDEEN ST,Драка,AGGRAVATED: HANDGUN,УЛИЦА,false,false,7,
06/29/2020 10:30:00 PM,122XX S LOOMIS ST,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,РЕЗИДЕНЦИЯ,false,true,5,
05/06/2020 05:42:00 AM,002XX W ONTARIO ST,Нападение,TO LAND,БАР ИЛИ ТАВЕРНА,true,false,18,
10/01/2020 01:00:00 AM,043XX S CHAMPLAIN AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,2,
06/26/2020 05:27:00 AM,018XX S TRUMBULL AVE,Кража,TO PROPERTY,Квартира,false,false,10,
12/24/2020 02:59:00 AM,079XX S DOBSON AVE,Драка,AGGRAVATED OF A CHILD,РЕЗИДЕНЦИЯ,true,true,6,
09/18/2020 10:48:00 PM,014XX N CALIFORNIA AVE,Нападение,AGGRAVATED: HANDGUN,УЛИЦА,false,false,14,
01/19/2021 04:40:00 PM,013XX W 78TH ST,Нападение,SIMPLE,Квартира,false,true,6,
02/17/2020 09:00:00 PM,003XX W 70TH ST,Драка,DOMESTIC BATTERY SIMPLE,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,false,true,7,
09/07/2020 06:25:00 AM,011XX N MENARD AVE,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,15,
02/08/2021 05:00:00 PM,065XX S HARVARD AVE,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ,false,false,7,
07/20/2020 11:45:00 PM,013XX W 72ND ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,true,false,7,
01/23/2020 04:32:00 PM,130XX S BURLEY AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,4,
02/23/2020 01:21:00 PM,065XX S DAMEN AVE,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,7,
10/23/2020 10:40:00 PM,067XX S OAKLEY AVE,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,8,
07/27/2020 04:00:00 AM,024XX W DIVISION ST,Кража со взломом,FORCIBLE ENTRY,Другое,false,false,12,
07/30/2020 12:30:00 AM,047XX S PAULINA ST,Ограбление,STRONGARM - NO WEAPON,ALLEY,false,false,9,
02/21/2020 09:15:00 PM,091XX S JUSTINE ST,Нападение,AGGRAVATED: HANDGUN,УЛИЦА,false,false,6,
02/17/2020 02:30:00 PM,014XX E 70TH ST,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SCHOOL, PUBLIC, СТРОЙКА,false,false,3,
04/06/2020 06:45:00 PM,044XX W 59TH ST,Кража со взломом,FORCIBLE ENTRY,Квартира,false,false,8,
04/17/2020 03:30:00 AM,083XX S COTTAGE GROVE AVE,Ограбление,STRONGARM - NO WEAPON,УЛИЦА,false,false,6,
02/18/2021 03:36:00 PM,002XX E HURON ST,Драка,SIMPLE,ЗДАНИЕ БОЛЬНИЦЫ,false,false,18,
12/26/2020 05:30:00 PM,008XX W WAYMAN ST,Кража,OVER $500,УЛИЦА,false,false,12,
02/27/2021 03:15:00 AM,051XX S DAMEN AVE,Ограбление,STRONGARM - NO WEAPON,УЛИЦА,false,false,9,
06/19/2020 02:00:00 AM,012XX N CLARK ST,Драка,SIMPLE,УЛИЦА,false,false,18,
11/18/2020 09:00:00 AM,063XX W GRAND AVE,Кража,OVER $500,Гараж,false,false,25,
01/19/2021 11:15:00 PM,009XX W FULLERTON AVE,Драка,AGGRAVATED: Другое DANG WEAPON,ПЛАТФОРМА,false,false,18
10/15/2020 12:20:00 PM,017XX N SHEFFIELD AVE,Кража,RETAIL THEFT,Аптека,false,false,18
06/17/2020 10:00:00 PM,033XX W WABANSIA AVE,Кража,TO VEHICLE,УЛИЦА,false,false,14
05/30/2020 10:55:00 PM,021XX S CENTRAL PARK AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,10
09/09/2020 06:05:00 PM,064XX W FULLERTON AVE,Кража,$500 AND UNDER,УНИВЕРМАГ,false,false,25
06/10/2020 10:15:00 AM,047XX N ELSTON AVE,УГОН АВТОМОБИЛЯ,ILLEGAL USE CASH CARD,CONVENIENCE STORE,false,false,17
01/28/2021 10:15:00 PM,008XX N OAKLEY BLVD,Нападение,SIMPLE,УЛИЦА,false,false,12
02/17/2020 09:54:00 PM,035XX N CENTRAL AVE,Нападение,TO LAND,РЕСТОРАН,true,false,16
12/11/2020 08:53:00 PM,087XX S RACINE AVE,Драка,AGGRAVATED DOMESTIC BATTERY: Другое DANG WEAPON,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,true,true,22
12/12/2020 12:15:00 AM,065XX S MARSHFIELD AVE,Ограбление,ARMED: HANDGUN,Тротуар,false,false,7
10/15/2020 08:15:00 PM,045XX N SPRINGFIELD AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,false,17
02/02/2021 03:30:00 PM,019XX S ARCHER AVE,Кража,FROM BUILDING,, PRIVATE, СТРОЙКА,false,false,1,
11/01/2020 07:00:00 PM,084XX S KOLIN AVE,Кража,OVER $500,PARK PROPERTY,false,false,8,
05/06/2020 06:00:00 PM,004XX E 45TH PL,Кража,OVER $500,УЛИЦА,false,false,2,
02/06/2020 03:00:00 AM,078XX S COLFAX AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,true,true,4,
02/08/2020 05:43:00 PM,045XX W FULLERTON AVE,Нападение,AGGRAVATED: Другое DANG WEAPON,УЛИЦА,false,false,25,
01/11/2021 05:00:00 PM,041XX W IRVING PARK RD,Нападение,SIMPLE,CTA TRAIN,false,false,17,
06/09/2020 12:18:00 PM,010XX W 103RD PL,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,РЕЗИДЕНЦИЯ,false,true,22,
08/01/2020 03:00:00 PM,056XX S MAY ST,ДРУГОЕ НАРУШЕНИЕ,VIOLATE ORDER OF PROTECTION,РЕЗИДЕНЦИЯ,true,true,7,
04/16/2020 10:59:00 PM,032XX S KARLOV AVE,ДРУГОЕ НАРУШЕНИЕ,VIOLATE ORDER OF PROTECTION,РЕЗИДЕНЦИЯ,true,true,10,
10/30/2020 04:00:00 AM,102XX S BELL AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY ELECTRONIC MEANS,РЕЗИДЕНЦИЯ,false,true,22,
11/04/2020 12:01:00 AM,025XX W CERMAK RD,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,УНИВЕРМАГ,false,false,10,
07/28/2020 02:00:00 PM,028XX N WESTERN AVE,Кража со взломом,UNLAWFUL ENTRY,Другое,false,false,14,
02/09/2021 04:30:00 PM,036XX W WABANSIA AVE,Кража,$500 AND UNDER,Гараж,false,false,25,
01/20/2021 05:00:00 PM,002XX W LAKE ST,УГОН АВТОМОБИЛЯ,ILLEGAL USE CASH CARD,Тротуар,false,false,1,
04/06/2020 10:30:00 AM,068XX S HALSTED ST,ДРУГОЕ НАРУШЕНИЕ,PAROLE VIOLATION,УЛИЦА,true,false,7,
01/10/2021 02:30:00 AM,029XX S DR MARTIN LUTHER KING JR DR,Кража,TO VEHICLE,УЛИЦА,false,false,1,
09/06/2020 11:00:00 PM,076XX S HALSTED ST,Кража,TO PROPERTY,БЕНЗОКОЛОНКА,false,false,6,
01/22/2020 10:00:00 PM,027XX S INDIANA AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,1,
01/23/2021 07:00:00 PM,029XX S MICHIGAN AVE,Кража,OVER $500,Гараж,false,false,1,
03/26/2020 01:45:00 PM,075XX N WESTERN AVE,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,Другое,false,false,24,
10/15/2020 09:00:00 PM,010XX W ADDISON ST,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,SPORTS ARENA/STADIUM,false,false,19,
02/23/2020 12:50:00 PM,081XX S VINCENNES AVE,Кража,FROM BUILDING,SCHOOL, PUBLIC, СТРОЙКА,false,false,6
03/04/2021 12:25:00 PM,119XX S MICHIGAN AVE,ДРУГОЕ НАРУШЕНИЕ,GUN OFFENDER: DUTY TO REGISTER,Тротуар,true,false,5
05/07/2020 09:30:00 PM,014XX S BLUE ISLAND AVE,ДРУГОЕ НАРУШЕНИЕ,Другое CRIME AGAINST PERSON,УЛИЦА,false,false,12
07/17/2020 12:00:00 PM,061XX W MELROSE ST,Кража,OVER $500,УЛИЦА,false,false,16
12/11/2020 01:30:00 PM,002XX S MICHIGAN AVE,Кража,FROM BUILDING,РЕСТОРАН,false,false,1
02/06/2020 11:00:00 PM,012XX N PAULINA ST,Кража,TO VEHICLE,УЛИЦА,false,false,14
02/03/2020 06:20:00 PM,059XX N BROADWAY,Нападение,SIMPLE,Гараж,false,false,20
05/19/2020 09:05:00 PM,036XX W AUGUSTA BLVD,Кража,TO PROPERTY,Квартира,false,false,11
10/25/2020 11:59:00 PM,052XX S ARCHER AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,Гараж,false,false,8
01/04/2021 04:00:00 PM,044XX S ARCHER AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,Другое,false,false,8
07/25/2020 10:00:00 AM,068XX N WESTERN AVE,УГОН АВТОМОБИЛЯ,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,24
05/25/2020 07:00:00 PM,013XX W FULLERTON AVE,Кража,FROM BUILDING,Другое,false,false,19
05/09/2020 12:13:00 PM,060XX S PEORIA ST,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,, PRIVATE, СТРОЙКА,false,false,7,
11/17/2020 04:13:00 PM,026XX W GEORGE ST,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY ELECTRONIC MEANS,РЕЗИДЕНЦИЯ,false,false,14,
09/24/2020 10:30:00 PM,003XX S STATE ST,Драка,SIMPLE,CTA STATION,false,false,1,
09/18/2020 12:00:00 AM,063XX W DIVERSEY AVE,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,РЕЗИДЕНЦИЯ,false,true,25,
09/17/2020 01:40:00 PM,001XX N STATE ST,Кража,RETAIL THEFT,УНИВЕРМАГ,true,false,1,
06/18/2020 05:22:00 PM,031XX W 54TH ST,Драка,AGGRAVATED:KNIFE/CUTTING INSTR,РЕЗИДЕНЦИЯ,false,false,9,
12/31/2020 10:40:00 AM,063XX S KOSTNER AVE,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,8,
01/14/2020 12:00:00 PM,033XX S HALSTED ST,Нападение,SIMPLE,УЛИЦА,false,false,9,
07/01/2020 07:43:00 PM,075XX S EXCHANGE AVE,НАРКОТИКИ,MANU/DELIVER:PCP,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,true,false,4,
05/24/2020 06:00:00 PM,008XX W IRVING PARK RD,Износилование,NON-AGGRAVATED,ABANDONED BUILDING,false,false,19,
05/09/2020 12:15:00 PM,075XX S STATE ST,Кража,$500 AND UNDER,БЕНЗОКОЛОНКА,false,false,6,
06/16/2020 01:20:00 PM,057XX S LOWE AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,false,7,
11/16/2020 06:05:00 PM,030XX S DR MARTIN LUTHER KING JR DR,Ограбление,AGGRAVATED,Тротуар,false,false,1,
03/02/2021 05:00:00 PM,046XX W DIVERSEY AVE,Кража,FROM BUILDING,БИЗНЕС-ОФИС,false,false,25,
02/03/2021 05:15:00 AM,050XX S MICHIGAN AVE,Кража со взломом,FORCIBLE ENTRY,Квартира,false,false,2,
05/08/2020 08:00:00 PM,020XX N TRIPP AVE,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,Квартира,false,false,25,
07/31/2020 12:19:00 AM,008XX N KARLOV AVE,Кража,TO PROPERTY,Квартира,true,false,11,
05/04/2020 09:00:00 AM,063XX W DIVERSEY AVE,УГОН АВТОМОБИЛЯ,ILLEGAL USE CASH CARD,BANK,false,false,25,
05/28/2020 03:55:00 AM,015XX W GARFIELD BLVD,Драка,SIMPLE,УЛИЦА,false,false,9,
05/16/2020 09:00:00 AM,066XX S SACRAMENTO AVE,УГОН АВТОМОБИЛЯ,FRAUD OR CONFIDENCE GAME,РЕЗИДЕНЦИЯ,false,false,8,
07/29/2020 07:01:00 PM,030XX W LEXINGTON ST,ДРУГОЕ НАРУШЕНИЕ,GUN OFFENDER: ANNUAL REGISTRATION,Тротуар,true,false,11,
01/16/2020 10:15:00 PM,036XX W BELMONT AVE,Кража,$500 AND UNDER,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,false,false,17,
02/12/2020 08:40:00 AM,054XX W WEST END AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY ELECTRONIC MEANS,РЕЗИДЕНЦИЯ,false,false,15,
08/12/2020 04:30:00 PM,044XX W JACKSON BLVD,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,УЛИЦА,false,true,11,
06/19/2020 10:30:00 AM,033XX W WASHINGTON BLVD,Износилование,NON-AGGRAVATED,Квартира,false,false,11,
07/28/2020 09:25:00 PM,020XX E 71ST ST,Драка,SIMPLE,CTA BUS,false,false,3,
10/10/2020 09:14:00 PM,061XX N HOYNE AVE,Нападение,SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,false,24,
02/10/2020 05:30:00 PM,082XX S EXCHANGE AVE,Нападение,SIMPLE,Тротуар,false,true,4,
10/29/2020 02:00:00 AM,087XX S THROOP ST,Драка,SIMPLE,УЛИЦА,false,false,22,
04/22/2020 12:00:00 PM,041XX S PRAIRIE AVE,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,Квартира,false,false,2,
02/17/2020 05:30:00 PM,038XX W 18TH ST,Кража,TO PROPERTY,Квартира,false,false,10,
09/14/2020 01:30:00 PM,060XX S MAY ST,Драка,DOMESTIC BATTERY SIMPLE,ABANDONED BUILDING,false,true,7,
08/08/2020 05:00:00 AM,006XX N LATROBE AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ PORCH/HALLWAY,true,true,15,
12/11/2020 07:40:00 PM,058XX S TRUMBULL AVE,Кража,TO PROPERTY,Квартира,false,false,8,
11/08/2020 07:30:00 PM,084XX S KARLOV AVE,Кража со взломом,ATTEMPT FORCIBLE ENTRY,РЕЗИДЕНЦИЯ,false,false,8,
01/13/2021 09:25:00 AM,016XX E HYDE PARK BLVD,Кража,FROM BUILDING,Квартира,false,false,2,
07/21/2020 04:45:00 PM,0000X E WALTON ST,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY ELECTRONIC MEANS,Квартира,false,false,18,
01/17/2021 10:05:00 PM,072XX S HALSTED ST,PROSTITUTION,SOLICIT ON PUBLIC WAY,Тротуар,true,false,7,
06/10/2020 10:30:00 AM,058XX N LINCOLN AVE,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,SCHOOL, PUBLIC, СТРОЙКА,true,false,20
11/13/2020 07:50:00 PM,071XX S ARTESIAN AVE,Драка,DOMESTIC BATTERY SIMPLE,Тротуар,false,true,8
10/20/2020 01:34:00 PM,044XX W WASHINGTON BLVD,НАРКОТИКИ,POSS: HEROIN(WHITE),Тротуар,true,false,11
01/28/2021 06:30:00 PM,005XX W MADISON ST,Кража,FROM BUILDING,РЕСТОРАН,false,false,1
09/04/2020 10:00:00 PM,033XX W NORTH AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,14
